dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1514764800,2018-01-01 00:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.34,28.66,21.4,25.5,1012,,,90,1,300,,,,,40,721,Haze,haze,50d
1514768400,2018-01-01 01:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.94,29.59,21.4,27,1012,,,90,1,300,,,,,40,721,Haze,haze,50d
1514772000,2018-01-01 02:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.35,29.61,24.49,28.7,1012,,,64,2,20,,,,,40,721,Haze,haze,50d
1514775600,2018-01-01 03:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.64,30.03,24.5,29,1012,,,64,2,20,,,,,40,721,Haze,haze,50d
1514779200,2018-01-01 04:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.74,30.18,24.5,29,1012,,,64,2,20,,,,,40,721,Haze,haze,50d
1514782800,2018-01-01 05:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.31,30.06,25.62,30.1,1010,,,62,3,70,,,,,40,721,Haze,haze,50d
1514786400,2018-01-01 06:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.35,30.12,25.82,30.1,1009,,,62,3,70,,,,,40,721,Haze,haze,50d
1514790000,2018-01-01 07:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.32,30.07,25.38,30.1,1009,,,62,3,70,,,,,40,721,Haze,haze,50d
1514793600,2018-01-01 08:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.86,29.74,25.08,29,1008,,,59,2,60,,,,,75,721,Haze,haze,50d
1514797200,2018-01-01 09:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.5,29.23,24.77,28.3,1009,,,59,2,60,,,,,75,721,Haze,haze,50d
1514800800,2018-01-01 10:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.14,28.72,24.54,28.3,1009,,,59,2,60,,,,,75,721,Haze,haze,50n
1514804400,2018-01-01 11:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.91,30.73,24.66,29,1010,,,73,1,270,,,,,75,721,Haze,haze,50n
1514808000,2018-01-01 12:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.31,29.83,24.79,27,1011,,,73,1,270,,,,,75,721,Haze,haze,50n
1514811600,2018-01-01 13:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.31,29.83,24.69,27,1011,,,73,1,270,,,,,75,721,Haze,haze,50n
1514815200,2018-01-01 14:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.82,26.89,24,27,1011,,,79,5.1,73,,,,,100,721,Haze,haze,50n
1514818800,2018-01-01 15:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.51,26.49,24,26.8,1011,,,79,5.01,72,,,,,100,721,Haze,haze,50n
1514822400,2018-01-01 16:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.49,26.24,24,26.8,1011,,,79,5.32,71,,,,,98,721,Haze,haze,50n
1514826000,2018-01-01 17:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.23,26.21,23.4,26,1010,,,84,5.56,71,,,,,40,721,Haze,haze,50n
1514829600,2018-01-01 18:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.94,25.69,23.4,25.9,1010,,,84,5.67,68,,,,,40,721,Haze,haze,50n
1514833200,2018-01-01 19:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.92,25.73,23.4,25.9,1010,,,84,5.57,72,,,,,40,721,Haze,haze,50n
1514836800,2018-01-01 20:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.76,29,22.9,25.7,1010,,,87,1,340,,,,,40,721,Haze,haze,50n
1514840400,2018-01-01 21:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.49,28.59,22.9,25.7,1010,,,87,1,340,,,,,40,721,Haze,haze,50n
1514844000,2018-01-01 22:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.5,28.6,22.9,25.71,1010,,,87,1,340,,,,,40,721,Haze,haze,50n
1514847600,2018-01-01 23:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.33,28.33,24.16,26.3,1011,,,79,2,360,,,,,40,721,Haze,haze,50d
1514851200,2018-01-02 00:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.65,28.81,24.34,26.3,1011,,,79,2,360,,,,,40,721,Haze,haze,50d
1514854800,2018-01-02 01:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.97,29.29,24.47,27,1012,,,79,2,360,,,,,40,721,Haze,haze,50d
1514858400,2018-01-02 02:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.59,30.78,25.08,28.2,1012,,,65,1,20,,,,,90,721,Haze,haze,50d
1514862000,2018-01-02 03:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.87,31.19,25.12,29,1012,,,65,1,20,,,,,90,721,Haze,haze,50d
1514865600,2018-01-02 04:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.88,31.21,25.01,29,1011,,,65,1,20,,,,,90,721,Haze,haze,50d
1514869200,2018-01-02 05:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.22,28.09,24.93,29,1010,,,53,4,60,,,,,90,721,Haze,haze,50d
1514872800,2018-01-02 06:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.18,28.04,24.68,29,1009,,,53,4,60,,,,,90,721,Haze,haze,50d
1514876400,2018-01-02 07:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.87,27.61,24.62,28.8,1009,,,53,4,60,,,,,90,721,Haze,haze,50d
1514880000,2018-01-02 08:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.32,27.93,24.37,28.2,1009,,,62,4,40,,,,,40,721,Haze,haze,50d
1514883600,2018-01-02 09:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.3,27.9,24.31,28.2,1009,,,62,4,40,,,,,40,721,Haze,haze,50d
1514887200,2018-01-02 10:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.34,27.96,24.64,28.2,1009,,,62,4,40,,,,,40,721,Haze,haze,50n
1514890800,2018-01-02 11:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.64,28.7,24.36,27.8,1010,,,65,2,20,,,,,40,721,Haze,haze,50n
1514894400,2018-01-02 12:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.63,28.69,24.2,27.8,1010,,,65,2,20,,,,,40,721,Haze,haze,50n
1514898000,2018-01-02 13:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.61,28.66,24,27.8,1010,,,65,2,20,,,,,40,721,Haze,haze,50n
1514901600,2018-01-02 14:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.18,29.53,23.93,27,1010,,,72,1,30,,,,,40,721,Haze,haze,50n
1514905200,2018-01-02 15:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.18,29.53,23.99,27,1011,,,72,1,30,,,,,40,721,Haze,haze,50n
1514908800,2018-01-02 16:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.9,29.12,24.06,27,1011,,,72,1,30,,,,,40,721,Haze,haze,50n
1514912400,2018-01-02 17:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.18,27.68,23.77,26,1010,,,75,2,360,,,,,40,721,Haze,haze,50n
1514916000,2018-01-02 18:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.88,27.24,23.8,26,1010,,,75,2,360,,,,,40,721,Haze,haze,50n
1514919600,2018-01-02 19:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.88,27.24,23.8,26,1010,,,75,2,360,,,,,40,721,Haze,haze,50n
1514923200,2018-01-02 20:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.72,27.5,23.6,25.9,1010,,,73,1,350,,,,,40,721,Haze,haze,50n
1514926800,2018-01-02 21:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.71,27.49,23.6,25.9,1010,,,73,1,350,,,,,40,721,Haze,haze,50n
1514930400,2018-01-02 22:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.73,27.52,23.6,25.9,1010,,,73,1,350,,,,,40,721,Haze,haze,50n
1514934000,2018-01-02 23:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.98,26.27,23.4,26,1011,,,71,3,20,,,,,20,721,Haze,haze,50d
1514937600,2018-01-03 00:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.27,26.69,23.4,26,1012,,,71,3,20,,,,,20,721,Haze,haze,50d
1514941200,2018-01-03 01:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.62,27.2,23.4,27,1012,,,71,3,20,,,,,20,721,Haze,haze,50d
1514944800,2018-01-03 02:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.82,28.73,24.6,29.7,1011,,,57,3,90,,,,,40,721,Haze,haze,50d
1514948400,2018-01-03 03:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.38,29.53,24.6,30,1011,,,57,3,90,,,,,40,721,Haze,haze,50d
1514952000,2018-01-03 04:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.47,29.65,24.6,30,1011,,,57,3,90,,,,,40,721,Haze,haze,50d
1514955600,2018-01-03 05:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.33,30.28,24.88,29.2,1010,,,58,2,40,,,,,40,721,Haze,haze,50d
1514959200,2018-01-03 06:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.28,30.21,24.74,29.2,1010,,,58,2,40,,,,,40,721,Haze,haze,50d
1514962800,2018-01-03 07:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.99,29.8,24.6,29.2,1010,,,58,2,40,,,,,40,721,Haze,haze,50d
1514966400,2018-01-03 08:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.23,29.78,24.47,28,1010,,,61,1,30,,,,,20,721,Haze,haze,50d
1514970000,2018-01-03 09:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.75,29.1,24.12,28,1010,,,61,1,30,,,,,20,721,Haze,haze,50d
1514973600,2018-01-03 10:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.8,29.17,23.48,28,1010,,,61,1,30,,,,,20,721,Haze,haze,50n
1514977200,2018-01-03 11:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.53,28.47,23.33,26.5,1012,,,71,1,360,,,,,20,721,Haze,haze,50n
1514980800,2018-01-03 12:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.52,28.45,23.39,26.5,1012,,,71,1,360,,,,,20,721,Haze,haze,50n
1514984400,2018-01-03 13:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.55,28.5,23.42,26.5,1012,,,71,1,360,,,,,20,721,Haze,haze,50n
1514988000,2018-01-03 14:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.26,28.6,23.4,26,1012,,,76,1,320,,,,,20,721,Haze,haze,50n
1514991600,2018-01-03 15:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.95,28.15,23.4,26,1012,,,76,1,320,,,,,20,721,Haze,haze,50n
1514995200,2018-01-03 16:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.95,28.15,23.4,26,1012,,,76,1,320,,,,,20,721,Haze,haze,50n
1514998800,2018-01-03 17:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.87,28.44,23.3,25.7,1011,,,80,1,280,,,,,20,721,Haze,haze,50n
1515002400,2018-01-03 18:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.87,28.44,23.32,25.7,1011,,,80,1,280,,,,,20,721,Haze,haze,50n
1515006000,2018-01-03 19:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.87,28.44,23.32,25.7,1010,,,80,1,280,,,,,20,721,Haze,haze,50n
1515009600,2018-01-03 20:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.56,28.59,23.38,25.6,1010,,,86,1,270,,,,,40,721,Haze,haze,50n
1515013200,2018-01-03 21:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.55,28.58,23.4,25.6,1011,,,86,1,270,,,,,40,721,Haze,haze,50n
1515016800,2018-01-03 22:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.61,28.67,23.4,25.6,1011,,,86,1,270,,,,,40,721,Haze,haze,50n
1515020400,2018-01-03 23:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.6,27.46,24.13,27,1011,,,80,3.97,80,,,,,40,721,Haze,haze,50d
1515024000,2018-01-04 00:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.61,27.44,24.4,27,1012,,,80,4.02,78,,,,,40,721,Haze,haze,50d
1515027600,2018-01-04 01:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.99,26.51,24.4,27,1012,,,80,6.18,77,,,,,40,721,Haze,haze,50d
1515031200,2018-01-04 02:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.68,29.95,25.97,30.7,1013,,,57,3,120,,,,,20,721,Haze,haze,50d
1515034800,2018-01-04 03:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,29.32,30.87,26.17,30.7,1012,,,57,3,120,,,,,20,721,Haze,haze,50d
1515038400,2018-01-04 04:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,29.64,31.33,26.42,31,1012,,,57,3,120,,,,,20,721,Haze,haze,50d
1515042000,2018-01-04 05:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,29.72,32.01,26,31,1011,,,56,2,90,,,,,40,721,Haze,haze,50d
1515045600,2018-01-04 06:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,29.36,31.49,26,30.9,1010,,,56,2,90,,,,,40,721,Haze,haze,50d
1515049200,2018-01-04 07:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,29.03,31.02,25.76,30.9,1010,,,56,2,90,,,,,40,721,Haze,haze,50d
1515052800,2018-01-04 08:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.7,31.33,25.64,29.7,1010,,,62,2,140,,,,,40,721,Haze,haze,50d
1515056400,2018-01-04 09:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.67,31.28,25.4,29.7,1011,,,62,2,140,,,,,40,721,Haze,haze,50d
1515060000,2018-01-04 10:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.3,30.74,25.33,29.7,1011,,,62,2,140,,,,,40,721,Haze,haze,50n
1515063600,2018-01-04 11:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.94,30.42,25.17,28.1,1011,,,70,1,140,,,,,100,721,Haze,haze,50n
1515067200,2018-01-04 12:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.93,30.41,25.04,28.1,1012,,,70,1,140,,,,,100,721,Haze,haze,50n
1515070800,2018-01-04 13:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.92,30.39,24.93,28.1,1012,,,70,1,140,,,,,100,721,Haze,haze,50n
1515074400,2018-01-04 14:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.19,31,24.61,27,1012,,,85,1,40,,,,,20,721,Haze,haze,50n
1515078000,2018-01-04 15:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.18,30.98,24.54,27,1011,,,85,1,40,,,,,20,721,Haze,haze,50n
1515081600,2018-01-04 16:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.89,30.53,24.51,27,1011,,,85,1,40,,,,,20,721,Haze,haze,50n
1515085200,2018-01-04 17:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.49,29.34,24.21,26.1,1010,,,88,2.28,80,,,,,40,721,Haze,haze,50n
1515088800,2018-01-04 18:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.49,29.32,24.3,26.1,1010,,,88,2.3,84,,,,,40,721,Haze,haze,50n
1515092400,2018-01-04 19:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.18,28.84,24.11,26.1,1010,,,88,2.3,88,,,,,40,721,Haze,haze,50n
1515096000,2018-01-04 20:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.23,30.14,23.7,26,1010,,,91,1,30,,,,,40,721,Haze,haze,50n
1515099600,2018-01-04 21:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,24.94,29.69,23.7,25.8,1010,,,91,1,30,,,,,40,721,Haze,haze,50n
1515103200,2018-01-04 22:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.31,30.27,23.7,26,1010,,,91,1,30,,,,,40,721,Haze,haze,50n
1515106800,2018-01-04 23:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.16,29.59,24.6,27.3,1011,,,79,1.99,77,,,,,50,721,Haze,haze,50d
1515110400,2018-01-05 00:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.5,29.78,24.6,27.3,1012,,,79,2.46,77,,,,,44,721,Haze,haze,50d
1515114000,2018-01-05 01:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.19,29.96,24.6,29,1012,,,79,3.72,84,,,,,45,721,Haze,haze,50d
1515117600,2018-01-05 02:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,29.34,33.51,26.97,31.2,1012,,,66,1,280,,,,,20,721,Haze,haze,50d
1515121200,2018-01-05 03:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,29.36,33.54,27.3,31.2,1012,,,66,1,280,,,,,20,721,Haze,haze,50d
1515124800,2018-01-05 04:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,29.67,34.01,27.29,31.2,1012,,,66,1,280,,,,,20,721,Haze,haze,50d
1515128400,2018-01-05 05:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,31.18,34.24,27.65,32.8,1010,,,52,1,320,,,,,40,721,Haze,haze,50d
1515132000,2018-01-05 06:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,31.17,34.23,27.57,32.8,1010,,,52,1,320,,,,,40,721,Haze,haze,50d
1515135600,2018-01-05 07:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,30.85,33.77,27.23,32.8,1010,,,52,1,320,,,,,40,721,Haze,haze,50d
1515139200,2018-01-05 08:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,29.35,34.06,26.3,31.5,1009,,,70,1,290,,,,,75,721,Haze,haze,50d
1515142800,2018-01-05 09:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,29.02,33.55,26.3,31.5,1010,,,70,1,290,,,,,75,721,Haze,haze,50d
1515146400,2018-01-05 10:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.89,33.35,26,31.5,1010,,,70,1,290,,,,,75,721,Haze,haze,50n
1515150000,2018-01-05 11:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.65,31.11,25.72,28.6,1011,,,76,2.57,93,,,,,75,721,Haze,haze,50n
1515153600,2018-01-05 12:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.63,30.97,25.53,28.6,1011,,,76,2.72,102,,,,,75,721,Haze,haze,50n
1515157200,2018-01-05 13:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.63,31.23,25.4,28.6,1011,,,76,2.35,103,,,,,75,721,Haze,haze,50n
1515160800,2018-01-05 14:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.35,31.51,25.23,28,1012,,,74,1,140,,,,,40,721,Haze,haze,50n
1515164400,2018-01-05 15:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.04,31.04,25.17,27.8,1012,,,74,1,140,,,,,40,721,Haze,haze,50n
1515168000,2018-01-05 16:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.04,31.04,25.11,27.8,1012,,,74,1,140,,,,,40,721,Haze,haze,50n
1515171600,2018-01-05 17:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.84,30.85,25.01,27.6,1011,,,75,1,120,,,,,40,721,Haze,haze,50n
1515175200,2018-01-05 18:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.83,30.84,24.93,27.6,1011,,,75,1,120,,,,,40,721,Haze,haze,50n
1515178800,2018-01-05 19:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.83,30.84,24.89,27.6,1011,,,75,1,120,,,,,40,721,Haze,haze,50n
1515182400,2018-01-05 20:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.37,31.05,24.48,27,1010,,,83,1,160,,,,,40,721,Haze,haze,50n
1515186000,2018-01-05 21:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.37,31.05,24.49,27,1010,,,83,1,160,,,,,40,721,Haze,haze,50n
1515189600,2018-01-05 22:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.46,31.19,25.11,27,1010,,,83,1,160,,,,,40,721,Haze,haze,50n
1515193200,2018-01-05 23:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.02,30.19,25.16,27.8,1012,,,73,2,140,,,,,75,721,Haze,haze,50d
1515196800,2018-01-06 00:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.62,31.1,25.59,29,1012,,,73,2,140,,,,,75,721,Haze,haze,50d
1515200400,2018-01-06 01:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.71,31.23,26,29,1012,,,73,2,140,,,,,75,721,Haze,haze,50d
1515204000,2018-01-06 02:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,30.07,32.8,26.98,31.7,1012,,,53,1,140,,,,,40,721,Haze,haze,50d
1515207600,2018-01-06 03:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,30.37,33.22,27.18,31.7,1012,,,53,1,140,,,,,40,721,Haze,haze,50d
1515211200,2018-01-06 04:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,30.4,33.27,27.36,31.7,1011,,,53,1,140,,,,,40,721,Haze,haze,50d
1515214800,2018-01-06 05:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,31.52,32.82,27.36,33.2,1010,,,44,2,160,,,,,40,721,Haze,haze,50d
1515218400,2018-01-06 06:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,31.48,32.76,27.22,33.2,1010,,,44,2,160,,,,,40,721,Haze,haze,50d
1515222000,2018-01-06 07:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,31.19,32.36,27.05,33.2,1009,,,44,2,160,,,,,40,721,Haze,haze,50d
1515225600,2018-01-06 08:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,29.63,31.74,26.66,31.2,1010,,,55,2,120,,,,,20,721,Haze,haze,50d
1515229200,2018-01-06 09:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,29.26,31.22,26.35,31.2,1010,,,55,2,120,,,,,20,721,Haze,haze,50d
1515232800,2018-01-06 10:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.27,29.82,23.2,31.2,1011,,,55,2,120,,,,,20,721,Haze,haze,50n
1515236400,2018-01-06 11:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.54,29.77,25.29,28.2,1011,,,63,2,130,,,,,40,721,Haze,haze,50n
1515240000,2018-01-06 12:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.28,29.39,25.17,28.2,1012,,,63,2,130,,,,,40,721,Haze,haze,50n
1515243600,2018-01-06 13:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.22,29.3,25.09,28.2,1012,,,63,2,130,,,,,40,721,Haze,haze,50n
1515247200,2018-01-06 14:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.66,28.96,24.71,27.8,1012,,,70,2.5,91,,,,,40,721,Haze,haze,50n
1515250800,2018-01-06 15:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.61,29.21,24.6,27.8,1012,,,70,2.03,92,,,,,40,721,Haze,haze,50n
1515254400,2018-01-06 16:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.35,29.02,24.56,27.8,1012,,,70,1.76,93,,,,,40,721,Haze,haze,50n
1515258000,2018-01-06 17:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.06,29.66,24.21,27.3,1011,,,80,1.83,91,,,,,18,721,Haze,haze,50n
1515261600,2018-01-06 18:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.81,29.38,24.26,27.3,1011,,,80,1.68,83,,,,,4,721,Haze,haze,50n
1515265200,2018-01-06 19:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.75,29.37,24.2,27.3,1011,,,80,1.57,75,,,,,8,721,Haze,haze,50n
1515268800,2018-01-06 20:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.14,28.84,23.88,26.1,1010,,,84,1.61,70,,,,,20,721,Haze,haze,50n
1515272400,2018-01-06 21:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.39,29.19,23.97,26.1,1011,,,84,1.66,60,,,,,20,721,Haze,haze,50n
1515276000,2018-01-06 22:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,25.49,29.42,24.2,26.1,1011,,,84,1.55,49,,,,,20,721,Haze,haze,50n
1515279600,2018-01-06 23:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.07,30.25,24.58,26.9,1012,,,80,1,320,,,,,25,721,Haze,haze,50d
1515283200,2018-01-07 00:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.38,30.73,25.1,27,1013,,,80,1,320,,,,,50,721,Haze,haze,50d
1515286800,2018-01-07 01:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.46,30.85,25.1,27,1013,,,80,1,320,,,,,67,721,Haze,haze,50d
1515290400,2018-01-07 02:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.81,32.06,26.8,29.6,1013,,,61,1,290,,,,,40,721,Haze,haze,50d
1515294000,2018-01-07 03:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.74,31.96,26.8,29.6,1013,,,61,1,290,,,,,40,721,Haze,haze,50d
1515297600,2018-01-07 04:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.88,32.16,26.8,29.6,1013,,,61,1,290,,,,,40,721,Haze,haze,50d
1515301200,2018-01-07 05:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,29.93,33.15,27.66,31.5,1011,,,62,2,290,,,,,90,721,Haze,haze,50d
1515304800,2018-01-07 06:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,30.46,33.94,27.46,31.5,1011,,,62,2,290,,,,,90,721,Haze,haze,50d
1515308400,2018-01-07 07:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,30.84,34.52,27.2,32,1011,,,62,2,290,,,,,90,721,Haze,haze,50d
1515312000,2018-01-07 08:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,29.46,34.23,24.4,31,1011,,,70,1,120,,,,,40,721,Haze,haze,50d
1515315600,2018-01-07 09:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,28.77,33.17,24.4,30,1011,,,70,1,120,,,,,40,721,Haze,haze,50d
1515319200,2018-01-07 10:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,27.65,31.48,22.2,30,1012,,,70,1,120,,,,,40,721,Haze,haze,50n
1515322800,2018-01-07 11:00:00 +0000 UTC,28800,Cubao,14.617766,121.057154,26.39,30.04,24.54,27.5,1012,,,89,3.46,73,8.06,,,,40,500,Rain,light rain,10n
