datetime,num_train_running,num_train_operational,num_dalian_train_running,num_dalian_train_operational,headway
2018-12-01 10:00:00,12,13.0,0.0,0,8.5
2018-12-02 07:00:00,12,13.0,0.0,0,8.5
2018-12-01 13:00:00,12,13.0,0.0,0,8.5
2018-12-02 18:00:00,12,13.0,0.0,0,8.5
2018-12-02 10:00:00,12,13.0,0.0,0,8.5
2018-12-02 13:00:00,12,13.0,0.0,0,8.5
2018-12-02 12:00:00,12,13.0,0.0,0,8.5
2018-12-03 18:00:00,15,16.0,0.0,0,7.0
2018-12-03 12:00:00,15,16.0,0.0,0,7.0
2018-12-05 05:00:00,13,13.0,0.0,0,8.0
2018-12-05 06:00:00,13,13.0,0.0,0,8.0
2018-12-04 11:00:00,15,15.0,0.0,0,7.0
2018-12-07 06:00:00,14,14.0,0.0,0,7.5
2018-12-06 17:00:00,15,16.0,0.0,0,7.0
2018-12-06 16:00:00,15,16.0,0.0,0,7.0
2018-12-06 12:00:00,15,16.0,0.0,0,7.0
2018-12-07 17:00:00,15,16.0,0.0,0,7.0
2018-12-07 11:00:00,15,15.0,0.0,0,7.0
2018-12-07 12:00:00,15,16.0,0.0,0,7.0
2018-12-08 11:00:00,12,13.0,0.0,0,8.5
2018-12-09 07:00:00,12,12.0,0.0,0,8.5
2018-12-08 09:00:00,12,13.0,0.0,0,8.5
2018-12-08 12:00:00,12,13.0,0.0,0,8.5
2018-12-10 05:00:00,7,7.0,0.0,0,7.0
2018-12-09 12:00:00,12,13.0,0.0,0,8.5
2018-12-09 10:00:00,12,13.0,0.0,0,8.5
2018-12-10 10:00:00,15,15.0,0.0,0,7.0
2018-12-11 07:00:00,14,14.0,0.0,0,7.5
2018-12-11 06:00:00,14,14.0,0.0,0,7.5
2018-12-11 11:00:00,15,16.0,1.0,0,7.0
2018-12-11 14:00:00,15,15.0,1.0,0,7.0
2018-12-11 12:00:00,15,16.0,1.0,0,7.0
2018-12-11 20:00:00,15,15.0,0.0,0,7.0
2018-12-14 10:00:00,15,16.0,1.0,0,6.5
2018-12-14 20:00:00,15,15.0,0.0,0,7.0
2018-12-16 07:00:00,12,13.0,1.0,0,8.0
2018-12-16 19:00:00,12,13.0,1.0,0,8.0
2018-12-16 11:00:00,12,13.0,1.0,0,8.0
2018-12-16 12:00:00,12,13.0,1.0,0,8.0
2018-12-17 09:00:00,15,16.0,1.0,0,6.5
2018-12-17 17:00:00,15,16.0,1.0,0,6.5
2018-12-17 12:00:00,15,16.0,1.0,0,6.5
2018-12-19 07:00:00,15,16.0,1.0,0,6.5
2018-12-18 12:00:00,15,16.0,1.0,0,6.5
2018-12-18 11:00:00,15,16.0,1.0,0,6.5
2018-12-19 05:00:00,10,14.0,0.0,0,7.0
2018-12-20 07:00:00,15,16.0,1.0,0,6.5
2018-12-19 13:00:00,15,15.0,1.0,0,6.5
2018-12-19 12:00:00,15,15.0,1.0,0,6.5
2018-12-19 09:00:00,15,15.0,1.0,0,6.5
2018-12-20 19:00:00,15,15.0,1.0,0,6.5
2018-12-21 06:00:00,14,14.0,1.0,0,7.0
2018-12-21 07:00:00,15,16.0,1.0,0,6.5
2018-12-20 11:00:00,15,15.0,1.0,0,6.5
2018-12-21 20:00:00,15,16.0,1.0,0,6.5
2018-12-21 12:00:00,15,16.0,1.0,0,6.5
2018-12-21 11:00:00,15,16.0,1.0,0,6.5
2018-12-22 17:00:00,12,13.0,1.0,0,8.0
2018-12-22 11:00:00,12,13.0,1.0,0,8.0
2018-12-23 20:00:00,12,13.0,1.0,0,8.0
2018-12-23 12:00:00,12,13.0,1.0,0,8.0
