datetime,num_train_running,num_train_operational,num_dalian_train_running,num_dalian_train_operational,headway,entry,exit,temp,humidity,rain_1h,rain_3h,weather_main,hour_of_day,day_of_week
2018-07-01 19:00:00,12.0,13.0,0.0,0.0,8.5,2505.0,1496.0,26.41,87,0.0,0.0,Haze,19,6
2018-07-02 05:00:00,8.0,8.0,0.0,0.0,8.0,254.0,582.0,31.29,60,0.0,0.0,Haze,5,0
2018-07-03 05:00:00,7.0,7.0,0.0,0.0,8.0,330.0,706.0,30.09,66,0.0,0.0,Haze,5,1
2018-07-02 18:00:00,15.0,15.0,0.0,0.0,7.0,1994.0,1574.0,27.23,84,0.0,0.0,Haze,18,0
2018-07-04 05:00:00,9.0,9.0,0.0,0.0,8.0,310.0,575.0,31.24,60,0.0,0.0,Haze,5,2
2018-07-03 20:00:00,14.0,14.0,0.0,0.0,7.5,3400.0,1422.0,26.11,87,0.0,0.0,Haze,20,1
2018-07-05 06:00:00,14.0,14.0,0.0,0.0,7.5,604.0,1670.0,31.0,59,0.0,0.0,Haze,6,3
2018-07-05 05:00:00,8.0,8.0,0.0,0.0,8.0,200.0,254.0,30.99,59,0.0,0.0,Haze,5,3
2018-07-06 07:00:00,15.0,15.0,0.0,0.0,7.0,822.0,1167.0,29.65,62,0.0,0.0,Haze,7,4
2018-07-06 05:00:00,8.0,8.0,0.0,0.0,8.0,227.0,227.0,30.69,62,0.0,0.0,Haze,5,4
2018-07-06 21:00:00,15.0,16.0,0.0,0.0,7.0,1159.0,414.0,26.69,89,0.0,0.0,Haze,21,4
2018-07-07 06:00:00,12.0,13.0,0.0,0.0,8.5,226.0,415.0,29.14,67,0.0,0.0,Clouds,6,5
2018-07-07 17:00:00,12.0,14.0,0.0,0.0,8.5,900.0,716.0,26.53,91,0.63,0.0,Rain,17,5
2018-07-08 17:00:00,12.0,14.0,0.0,0.0,8.5,2644.0,1638.0,26.18,94,0.0,0.0,Haze,17,6
2018-07-09 05:00:00,8.0,8.0,0.0,0.0,8.0,292.0,600.0,29.15,66,0.0,0.0,Haze,5,0
2018-07-09 20:00:00,15.0,16.0,0.0,0.0,7.0,2534.0,1282.0,25.17,87,0.0,13.0,Rain,20,0
2018-07-10 13:00:00,15.0,16.0,0.0,0.0,7.0,1056.0,2093.0,27.42,81,0.0,0.0,Haze,13,1
2018-07-11 05:00:00,7.0,7.0,0.0,0.0,8.0,310.0,422.0,28.77,76,1.35,0.0,Rain,5,2
2018-07-11 20:00:00,15.0,15.0,0.0,0.0,7.0,2551.0,1451.0,25.97,93,0.0,0.0,Haze,20,2
2018-07-12 05:00:00,9.0,9.0,0.0,0.0,8.0,279.0,602.0,27.9,75,0.0,0.0,Clouds,5,3
2018-07-12 11:00:00,15.0,16.0,0.0,0.0,7.0,869.0,2046.0,26.77,77,0.0,0.0,Haze,11,3
2018-07-13 05:00:00,8.0,8.0,0.0,0.0,8.0,220.0,215.0,28.43,78,0.58,0.0,Rain,5,4
2018-07-13 19:00:00,15.0,16.0,0.0,0.0,7.0,1623.0,977.0,25.79,89,0.0,0.0,Haze,19,4
2018-07-14 16:00:00,12.0,15.0,0.0,0.0,8.5,1042.0,949.0,26.68,89,0.0,3.0,Rain,16,5
2018-07-16 06:00:00,15.0,15.0,0.0,0.0,7.0,827.0,1584.0,28.45,84,1.61,0.0,Rain,6,0
2018-07-16 05:00:00,9.0,9.0,0.0,0.0,8.0,277.0,579.0,28.39,84,1.22,0.0,Rain,5,0
2018-07-16 20:00:00,15.0,16.0,0.0,0.0,7.0,2476.0,1195.0,25.42,92,0.0,17.5,Rain,20,0
2018-07-17 05:00:00,8.0,8.0,0.0,0.0,8.0,303.0,565.0,26.09,95,0.0,0.0,Clouds,5,1
2018-07-17 18:00:00,15.0,16.0,0.0,0.0,8.0,2611.0,1596.0,25.21,95,0.89,0.0,Rain,18,1
2018-07-18 05:00:00,8.0,8.0,0.0,0.0,8.0,75.0,0.0,29.26,78,0.0,0.0,Haze,5,2
2018-07-18 08:00:00,15.0,15.0,0.0,0.0,7.0,867.0,2727.0,28.53,80,0.0,0.8,Rain,8,2
2018-07-19 05:00:00,9.0,9.0,0.0,0.0,8.0,240.0,638.0,29.32,79,0.0,0.0,Haze,5,3
2018-07-20 06:00:00,15.0,15.0,0.0,0.0,7.0,621.0,922.0,28.74,86,0.0,0.0,Haze,6,4
2018-07-20 05:00:00,8.0,8.0,0.0,0.0,8.0,230.0,156.0,29.0,86,0.0,0.0,Haze,5,4
2018-07-20 08:00:00,15.0,15.0,0.0,0.0,7.0,693.0,1557.0,26.55,93,0.0,23.5,Rain,8,4
2018-07-21 17:00:00,12.0,13.0,0.0,0.0,8.5,937.0,835.0,26.66,90,0.88,0.0,Thunderstorm,17,5
2018-07-22 05:00:00,8.0,8.0,0.0,0.0,9.0,108.0,811.0,26.21,100,0.21,0.0,Thunderstorm,5,6
2018-07-23 05:00:00,8.0,8.0,0.0,0.0,8.0,278.0,686.0,27.28,85,0.0,0.0,Haze,5,0
2018-07-23 06:00:00,15.0,15.0,0.0,0.0,7.0,849.0,1467.0,27.64,85,0.0,0.0,Haze,6,0
2018-07-23 17:00:00,15.0,16.0,0.0,0.0,7.0,2735.0,1408.0,25.8,97,0.0,0.0,Haze,17,0
2018-07-24 06:00:00,15.0,15.0,0.0,0.0,7.0,835.0,1729.0,28.19,71,0.0,0.0,Haze,6,1
2018-07-24 20:00:00,15.0,16.0,0.0,0.0,7.0,3063.0,1395.0,25.23,95,0.0,0.0,Haze,20,1
2018-07-25 05:00:00,9.0,9.0,0.0,0.0,7.0,291.0,543.0,29.18,74,0.0,0.0,Haze,5,2
