num_train_running,num_train_operational,num_dalian_train_running,num_dalian_train_operational,headway,entry,exit,temp,humidity,rain_1h,rain_3h
15.0,15.0,0.0,0.0,7.0,767.0,549.0,28.44,50,0.0,0.0
15.0,15.0,0.0,0.0,7.0,985.0,257.0,30.49,39,0.0,0.0
15.0,15.0,0.0,0.0,7.0,606.0,477.0,25.59,60,0.0,0.0
15.0,15.0,0.0,0.0,7.0,892.0,701.0,24.13,76,0.0,0.0
15.0,15.0,0.0,0.0,7.0,438.0,342.0,26.26,60,0.0,0.0
15.0,15.0,0.0,0.0,7.0,982.0,428.0,25.07,68,0.0,0.0
15.0,15.0,0.0,0.0,7.0,964.0,517.0,28.19,43,0.0,0.0
15.0,16.0,0.0,0.0,7.0,708.0,493.0,24.51,67,0.0,0.0
15.0,15.0,0.0,0.0,7.0,843.0,357.0,30.78,52,0.0,0.0
15.0,15.0,0.0,0.0,7.0,1026.0,718.0,24.51,72,5.08,0.0
15.0,15.0,0.0,0.0,7.0,911.0,639.0,29.11,54,0.0,0.0
12.0,13.0,0.0,0.0,8.5,457.0,462.0,23.96,79,5.08,0.0
12.0,13.0,0.0,0.0,8.5,526.0,292.0,27.86,47,0.0,0.0
12.0,13.0,0.0,0.0,8.5,689.0,315.0,26.11,61,0.0,0.0
12.0,13.0,0.0,0.0,8.5,257.0,254.0,24.09,76,0.0,0.0
12.0,13.0,0.0,0.0,8.5,424.0,180.0,26.53,58,0.0,0.0
12.0,13.0,0.0,0.0,8.5,349.0,197.0,29.06,45,0.0,0.0
7.0,7.0,0.0,0.0,7.5,729.0,38.0,29.41,53,5.08,0.0
12.0,13.0,0.0,0.0,8.5,469.0,168.0,26.75,60,5.08,0.0
12.0,13.0,0.0,0.0,8.5,419.0,169.0,28.93,50,5.08,0.0
15.0,15.0,0.0,0.0,7.0,1111.0,648.0,29.17,42,5.08,0.0
14.0,14.0,0.0,0.0,7.5,494.0,25.0,29.62,42,5.08,0.0
15.0,15.0,0.0,0.0,7.0,503.0,384.0,23.44,83,0.0,0.0
15.0,15.0,0.0,0.0,7.0,1173.0,573.0,24.76,70,0.0,0.0
15.0,15.0,0.0,0.0,7.0,882.0,617.0,28.02,54,5.08,0.0
15.0,15.0,0.0,0.0,7.0,1068.0,711.0,29.67,56,0.0,0.0
14.0,14.0,0.0,0.0,7.5,1010.0,706.0,29.6,50,5.08,0.0
15.0,15.0,0.0,0.0,7.0,515.0,506.0,23.36,82,0.0,0.0
15.0,15.0,0.0,0.0,7.0,549.0,676.0,23.75,83,0.0,0.0
15.0,15.0,0.0,0.0,7.0,729.0,566.0,24.66,76,0.0,0.0
12.0,13.0,0.0,0.0,8.5,598.0,489.0,23.88,73,0.0,0.0
12.0,13.0,0.0,0.0,8.5,583.0,301.0,26.75,52,5.08,0.0
12.0,13.0,0.0,0.0,8.5,401.0,184.0,25.93,74,0.0,0.0
7.0,7.0,0.0,0.0,8.5,594.0,14.0,31.61,48,0.0,0.0
13.0,14.0,0.0,0.0,8.0,1107.0,136.0,31.69,48,0.0,0.0
12.0,12.0,0.0,0.0,8.5,319.0,200.0,30.2,43,0.0,0.0
15.0,15.0,0.0,0.0,7.0,1178.0,597.0,26.36,68,0.0,0.0
14.0,14.0,0.0,0.0,7.5,978.0,636.0,31.98,49,0.0,0.0
9.0,9.0,0.0,0.0,7.5,411.0,24.0,31.41,50,0.0,0.0
14.0,14.0,0.0,0.0,7.5,677.0,589.0,31.66,48,0.0,0.0
13.0,13.0,0.0,0.0,8.0,879.0,601.0,28.49,56,5.08,0.0
13.0,14.0,0.0,0.0,7.0,543.0,39.0,31.89,48,0.0,0.0
14.0,14.0,0.0,0.0,7.5,668.0,437.0,27.57,62,5.08,0.0
14.0,14.0,0.0,0.0,7.5,711.0,423.0,27.89,62,5.08,0.0
15.0,15.0,1.0,0.0,6.5,506.0,519.0,31.56,49,0.0,0.0
15.0,15.0,1.0,0.0,6.5,958.0,251.0,31.07,49,0.0,0.0
14.0,14.0,0.0,0.0,7.5,801.0,506.0,27.57,61,5.08,0.0
15.0,15.0,0.0,0.0,7.0,1170.0,615.0,26.11,64,0.0,0.0
9.0,9.0,0.0,0.0,7.5,418.0,3.0,31.75,49,0.0,0.0
15.0,15.0,1.0,0.0,6.5,788.0,447.0,30.5,38,5.08,0.0
15.0,15.0,1.0,0.0,6.5,603.0,664.0,25.53,62,0.0,0.0
14.0,14.0,1.0,0.0,7.0,470.0,425.0,24.98,78,0.0,0.0
15.0,15.0,1.0,0.0,6.5,908.0,414.0,27.48,70,0.0,0.0
14.0,14.0,0.0,0.0,7.5,1043.0,284.0,32.03,52,0.0,0.0
14.0,14.0,0.0,0.0,7.5,750.0,677.0,31.42,54,0.0,0.0
14.0,14.0,0.0,0.0,7.5,752.0,471.0,27.97,79,0.0,0.0
14.0,14.0,0.0,0.0,7.5,1242.0,598.0,26.31,62,0.0,0.0
10.0,11.0,0.0,0.0,7.0,493.0,23.0,32.11,51,0.0,0.0
15.0,15.0,0.0,0.0,7.0,681.0,515.0,27.82,48,0.0,0.0
15.0,15.0,0.0,0.0,7.0,1006.0,295.0,32.22,51,0.0,0.0
12.0,13.0,0.0,0.0,8.5,607.0,167.0,28.05,55,0.0,0.0
12.0,13.0,0.0,0.0,8.5,357.0,256.0,25.74,72,0.0,0.0
15.0,15.0,0.0,0.0,7.0,1074.0,399.0,32.35,37,0.0,0.0
15.0,15.0,0.0,0.0,7.0,906.0,392.0,27.63,60,5.08,0.0
15.0,15.0,0.0,0.0,7.0,1103.0,624.0,32.35,40,0.0,0.0
15.0,15.0,0.0,0.0,7.0,1199.0,602.0,31.26,41,0.0,0.0
14.0,14.0,0.0,0.0,7.5,1117.0,534.0,25.68,75,0.0,0.0
15.0,15.0,0.0,0.0,7.0,1108.0,516.0,26.22,76,0.0,0.0
12.0,12.0,0.0,0.0,7.5,480.0,25.0,33.09,34,0.0,0.0
15.0,15.0,0.0,0.0,7.0,463.0,497.0,25.33,75,0.0,0.0
12.0,14.0,0.0,0.0,7.0,455.0,28.0,32.52,41,0.0,0.0
15.0,15.0,0.0,0.0,7.0,995.0,314.0,32.77,41,0.0,0.0
15.0,15.0,0.0,0.0,7.0,1086.0,671.0,26.38,66,0.0,0.0
15.0,15.0,0.0,0.0,7.0,943.0,498.0,26.05,66,0.0,0.0
12.0,12.0,0.0,0.0,8.5,543.0,375.0,30.64,53,0.0,0.0
12.0,12.0,0.0,0.0,8.5,201.0,75.0,32.6,30,0.0,0.0
13.0,14.0,0.0,0.0,8.0,1176.0,413.0,31.26,53,0.0,0.0
12.0,12.0,0.0,0.0,8.5,396.0,189.0,27.99,47,0.0,0.0
14.0,14.0,0.0,0.0,7.5,536.0,1.0,32.34,44,0.0,0.0
15.0,15.0,0.0,0.0,7.0,114.0,292.0,24.92,77,0.0,0.0
15.0,15.0,0.0,0.0,7.0,1394.0,666.0,27.3,57,0.0,0.0
9.0,12.0,0.0,0.0,7.5,502.0,2.0,31.84,43,0.0,0.0
14.0,14.0,0.0,0.0,7.5,941.0,653.0,26.81,62,0.0,0.0
14.0,14.0,0.0,0.0,7.5,652.0,523.0,26.81,62,0.0,0.0
12.0,13.0,0.0,0.0,8.0,490.0,28.0,32.51,56,0.0,0.0
15.0,15.0,0.0,0.0,7.0,700.0,427.0,28.13,52,0.0,0.0
9.0,9.0,0.0,0.0,8.5,458.0,32.0,33.09,47,0.0,0.0
15.0,15.0,0.0,0.0,7.0,701.0,389.0,28.94,62,0.0,0.0
12.0,13.0,0.0,0.0,8.5,483.0,324.0,27.08,65,0.0,0.0
12.0,13.0,0.0,0.0,8.5,459.0,312.0,27.94,63,0.0,0.0
15.0,16.0,0.0,0.0,7.0,784.0,661.0,32.27,52,0.0,0.0
12.0,13.0,0.0,0.0,8.5,399.0,220.0,27.76,59,0.0,0.0
8.0,8.0,0.0,0.0,7.0,785.0,42.0,32.85,52,0.0,0.0
12.0,13.0,0.0,0.0,8.5,429.0,175.0,28.66,56,0.0,0.0
15.0,15.0,0.0,0.0,7.0,1161.0,528.0,26.24,75,0.0,0.0
15.0,15.0,0.0,0.0,7.0,621.0,414.0,26.81,63,0.0,0.0
11.0,12.0,0.0,0.0,7.5,565.0,42.0,32.51,47,0.0,0.0
15.0,15.0,0.0,0.0,7.0,687.0,463.0,28.49,66,0.0,0.0
16.0,16.0,0.0,0.0,7.0,880.0,477.0,26.72,62,0.0,0.0
8.0,10.0,0.0,0.0,8.0,510.0,38.0,32.41,50,0.0,0.0
14.0,14.0,0.0,0.0,7.5,931.0,325.0,32.33,50,0.0,0.0
14.0,14.0,0.0,0.0,7.5,598.0,378.0,28.64,49,0.0,0.0
14.0,14.0,0.0,0.0,7.5,749.0,481.0,29.14,49,0.0,0.0
14.0,14.0,0.0,0.0,7.5,737.0,455.0,28.97,49,0.0,0.0
15.0,15.0,0.0,0.0,7.0,785.0,582.0,32.06,42,0.0,0.0
8.0,8.0,0.0,0.0,9.0,457.0,3.0,33.4,51,0.0,0.0
13.0,13.0,0.0,0.0,8.0,777.0,616.0,32.5,42,0.0,0.0
12.0,13.0,0.0,0.0,8.5,456.0,231.0,33.95,48,0.0,0.0
14.0,14.0,0.0,0.0,7.5,707.0,516.0,32.52,44,0.0,0.0
14.0,14.0,0.0,0.0,7.5,715.0,382.0,30.29,59,0.0,0.0
12.0,12.0,0.0,0.0,8.5,375.0,197.0,28.88,67,0.0,0.0
12.0,13.0,0.0,0.0,8.5,333.0,160.0,30.38,57,0.0,0.0
15.0,15.0,0.0,0.0,7.0,706.0,458.0,29.47,47,0.0,0.0
11.0,12.0,0.0,0.0,9.0,236.0,33.0,33.25,50,0.0,0.0
15.0,15.0,0.0,0.0,7.0,800.0,431.0,30.07,47,0.0,0.0
14.0,14.0,0.0,0.0,7.5,740.0,500.0,32.0,39,0.0,0.0
12.0,13.0,0.0,0.0,8.5,377.0,152.0,29.43,62,0.0,0.0
13.0,13.0,0.0,0.0,8.0,649.0,53.0,33.91,56,0.0,0.0
12.0,13.0,0.0,0.0,8.5,393.0,291.0,27.07,80,0.0,0.0
12.0,13.0,0.0,0.0,8.5,381.0,179.0,29.89,62,0.0,0.0
15.0,15.0,0.0,0.0,7.0,794.0,692.0,32.69,53,0.0,0.0
12.0,13.0,0.0,0.0,8.0,417.0,25.0,32.74,78,0.22,0.0
14.0,14.0,0.0,0.0,7.5,807.0,372.0,32.65,78,0.51,0.0
15.0,15.0,0.0,0.0,7.0,782.0,690.0,31.18,62,0.0,0.0
12.0,12.0,0.0,0.0,8.5,418.0,193.0,34.81,42,0.0,0.0
15.0,15.0,0.0,0.0,7.0,1193.0,662.0,28.37,78,0.0,0.0
15.0,15.0,0.0,0.0,7.0,787.0,483.0,30.03,76,0.0,0.0
12.0,12.0,0.0,0.0,8.5,378.0,397.0,27.83,78,0.0,0.0
12.0,13.0,0.0,0.0,8.5,523.0,306.0,30.57,65,0.0,0.0
12.0,12.0,0.0,0.0,8.5,487.0,313.0,33.7,49,0.0,0.0
16.0,16.0,0.0,0.0,6.5,834.0,599.0,34.66,45,0.0,0.0
7.0,7.0,0.0,0.0,8.0,544.0,41.0,34.69,45,0.0,0.0
15.0,15.0,0.0,0.0,7.0,388.0,460.0,27.69,63,0.0,0.0
7.0,7.0,0.0,0.0,8.0,351.0,30.0,35.24,30,0.0,0.0
16.0,16.0,0.0,0.0,7.0,606.0,471.0,32.85,43,0.0,0.0
12.0,13.0,0.0,0.0,8.5,299.0,251.0,26.87,64,0.0,0.0
12.0,12.0,0.0,0.0,8.5,411.0,232.0,29.11,53,0.0,0.0
12.0,13.0,0.0,0.0,8.5,509.0,352.0,33.03,38,0.0,0.0
11.0,11.0,0.0,0.0,8.0,433.0,45.0,33.15,52,0.0,0.0
13.0,13.0,0.0,0.0,8.5,202.0,179.0,28.32,56,0.0,0.0
13.0,13.0,0.0,0.0,8.5,279.0,182.0,29.53,61,0.0,0.0
13.0,13.0,0.0,0.0,8.5,278.0,206.0,31.2,56,0.0,0.0
15.0,15.0,0.0,0.0,7.0,758.0,362.0,33.35,52,0.0,0.0
14.0,15.0,0.0,0.0,7.5,772.0,597.0,34.63,33,0.0,0.0
13.0,13.0,0.0,0.0,7.0,341.0,31.0,34.15,33,0.0,0.0
15.0,15.0,0.0,0.0,7.0,379.0,384.0,26.86,69,0.0,0.0
12.0,13.0,0.0,0.0,8.5,208.0,165.0,34.29,44,0.0,0.0
15.0,16.0,0.0,0.0,7.0,622.0,420.0,30.03,63,0.0,0.0
15.0,15.0,0.0,0.0,7.0,679.0,505.0,27.66,70,0.0,0.0
15.0,16.0,0.0,0.0,7.0,543.0,401.0,28.82,66,0.0,0.0
15.0,15.0,0.0,0.0,7.0,708.0,381.0,34.16,52,0.0,0.0
12.0,13.0,0.0,0.0,8.5,252.0,221.0,32.58,47,0.0,0.0
12.0,13.0,0.0,0.0,8.5,297.0,197.0,30.2,66,0.0,0.0
12.0,13.0,0.0,0.0,8.5,256.0,186.0,31.2,67,0.0,0.0
15.0,15.0,0.0,0.0,7.0,504.0,423.0,29.76,74,0.14,0.0
14.0,14.0,0.0,0.0,7.5,638.0,381.0,33.67,45,0.0,0.0
11.0,11.0,0.0,0.0,8.0,299.0,31.0,33.73,45,0.0,0.0
15.0,15.0,0.0,0.0,7.0,764.0,93.0,29.19,71,0.0,0.0
12.0,12.0,0.0,0.0,8.5,310.0,148.0,32.43,51,0.0,0.0
15.0,15.0,0.0,0.0,7.0,581.0,390.0,30.2,67,0.0,0.0
15.0,15.0,0.0,0.0,7.0,572.0,382.0,30.0,67,0.0,0.0
12.0,13.0,0.0,0.0,8.5,494.0,407.0,28.1,73,0.0,0.0
10.0,11.0,0.0,0.0,8.5,110.0,14.0,32.64,51,0.0,0.0
12.0,12.0,0.0,0.0,8.5,327.0,239.0,30.88,54,0.0,0.0
12.0,13.0,0.0,0.0,8.5,353.0,198.0,28.5,75,0.0,0.0
15.0,15.0,0.0,0.0,7.0,839.0,377.0,29.41,75,0.5,0.0
12.0,13.0,0.0,0.0,8.5,297.0,173.0,29.11,74,0.0,0.0
13.0,14.0,0.0,0.0,7.0,436.0,41.0,29.42,75,0.37,0.0
12.0,13.0,0.0,0.0,8.5,314.0,179.0,28.4,75,0.0,0.0
12.0,13.0,0.0,0.0,8.5,319.0,153.0,29.38,74,0.0,0.0
12.0,13.0,0.0,0.0,8.5,306.0,181.0,30.26,60,0.0,0.0
15.0,16.0,0.0,0.0,7.0,631.0,313.0,27.87,79,0.0,0.0
15.0,15.0,0.0,0.0,7.0,756.0,691.0,28.54,73,0.0,0.0
15.0,16.0,0.0,0.0,7.0,910.0,529.0,28.26,77,0.25,0.0
15.0,15.0,0.0,0.0,7.0,605.0,492.0,28.75,77,0.0,0.0
15.0,15.0,0.0,0.0,7.0,549.0,474.0,28.19,80,0.0,0.0
15.0,15.0,0.0,0.0,7.0,611.0,388.0,28.16,80,0.0,0.0
15.0,15.0,0.0,0.0,7.0,588.0,505.0,28.4,77,0.0,0.0
14.0,14.0,0.0,0.0,7.5,692.0,551.0,31.07,62,0.0,0.0
14.0,15.0,0.0,0.0,7.0,729.0,639.0,32.39,56,0.0,0.0
15.0,15.0,0.0,0.0,7.0,523.0,589.0,26.28,91,1.07,0.0
14.0,14.0,0.0,0.0,7.5,698.0,566.0,32.17,57,0.0,0.0
13.0,13.0,0.0,0.0,8.0,671.0,327.0,32.38,57,0.0,0.0
15.0,15.0,0.0,0.0,7.0,498.0,423.0,29.05,77,0.78,0.0
15.0,15.0,0.0,0.0,7.0,528.0,326.0,29.14,77,0.52,0.0
15.0,15.0,0.0,0.0,7.0,562.0,514.0,29.67,69,0.0,0.0
15.0,15.0,0.0,0.0,7.0,573.0,493.0,28.74,80,0.0,0.0
15.0,15.0,0.0,0.0,7.0,981.0,517.0,27.41,79,0.0,0.0
15.0,15.0,0.0,0.0,7.0,656.0,438.0,28.65,80,0.0,0.0
10.0,11.0,0.0,0.0,9.0,117.0,2.0,30.63,58,0.0,0.0
12.0,12.0,0.0,0.0,8.5,471.0,331.0,29.71,74,0.0,0.0
12.0,12.0,0.0,0.0,8.5,171.0,86.0,32.38,58,0.0,0.0
12.0,12.0,0.0,0.0,8.5,469.0,225.0,28.43,72,0.0,0.0
12.0,12.0,0.0,0.0,8.5,399.0,239.0,28.52,74,0.0,0.0
12.0,12.0,0.0,0.0,8.5,138.0,176.0,26.98,88,0.0,0.0
12.0,13.0,0.0,0.0,8.5,220.0,194.0,27.78,84,0.0,0.0
12.0,12.0,0.0,0.0,8.5,102.0,78.0,34.65,43,0.0,0.0
12.0,12.0,0.0,0.0,8.5,216.0,125.0,28.22,82,0.0,0.0
12.0,12.0,0.0,0.0,8.5,261.0,122.0,28.74,77,0.0,0.0
12.0,12.0,0.0,0.0,8.5,247.0,196.0,29.48,83,0.0,0.0
14.0,14.0,0.0,0.0,7.5,821.0,394.0,35.27,44,0.0,0.0
12.0,12.0,0.0,0.0,8.5,140.0,136.0,27.68,82,0.0,0.0
12.0,12.0,0.0,0.0,8.5,220.0,102.0,31.01,61,0.0,0.0
15.0,15.0,0.0,0.0,7.0,654.0,574.0,33.41,58,0.0,0.0
15.0,15.0,0.0,0.0,7.0,813.0,517.0,34.68,50,0.0,0.0
14.0,14.0,0.0,0.0,7.5,561.0,367.0,30.85,63,0.0,0.0
14.0,14.0,0.0,0.0,7.5,758.0,313.0,28.62,82,0.0,0.0
14.0,14.0,0.0,0.0,7.5,623.0,368.0,27.2,82,0.0,0.0
11.0,11.0,0.0,0.0,8.0,318.0,21.0,35.56,45,0.0,0.0
15.0,15.0,0.0,0.0,7.0,994.0,435.0,29.01,79,0.0,0.0
7.0,7.0,0.0,0.0,8.0,330.0,21.0,30.93,75,0.0,0.0
15.0,15.0,0.0,0.0,7.0,607.0,343.0,30.21,75,0.0,0.0
15.0,15.0,0.0,0.0,7.0,567.0,543.0,31.19,75,0.0,0.0
14.0,14.0,0.0,0.0,7.5,598.0,502.0,30.23,71,0.0,0.0
11.0,11.0,0.0,0.0,9.0,558.0,387.0,33.3,63,0.0,0.0
11.0,11.0,0.0,0.0,8.5,113.0,1.0,34.14,56,0.0,0.0
12.0,12.0,0.0,0.0,8.5,170.0,134.0,33.28,67,0.0,0.0
12.0,12.0,0.0,0.0,8.5,160.0,118.0,34.03,60,0.0,0.0
12.0,13.0,0.0,0.0,8.5,232.0,208.0,28.43,79,0.0,0.0
10.0,12.0,0.0,0.0,7.0,412.0,21.0,33.68,59,0.0,0.0
15.0,15.0,0.0,0.0,7.0,753.0,348.0,33.65,59,0.0,0.0
12.0,12.0,0.0,0.0,8.5,274.0,211.0,28.91,84,0.0,0.0
12.0,12.0,0.0,0.0,8.5,292.0,139.0,30.25,75,0.0,0.0
12.0,13.0,0.0,0.0,8.5,278.0,164.0,30.42,75,0.0,0.0
12.0,13.0,0.0,0.0,8.5,314.0,166.0,30.8,75,0.0,0.0
15.0,15.0,0.0,0.0,7.0,532.0,495.0,28.86,88,0.0,0.0
14.0,14.0,0.0,0.0,7.5,780.0,331.0,29.36,85,0.0,0.2
15.0,15.0,0.0,0.0,7.0,321.0,462.0,28.29,79,0.0,0.0
14.0,14.0,0.0,0.0,7.5,814.0,430.0,28.83,88,0.0,0.0
14.0,14.0,0.0,0.0,7.5,991.0,575.0,26.88,98,0.0,0.0
10.0,11.0,0.0,0.0,9.0,723.0,283.0,33.29,62,0.0,0.0
15.0,15.0,0.0,0.0,7.0,752.0,402.0,26.62,98,0.0,0.0
14.0,14.0,0.0,0.0,7.5,568.0,407.0,28.58,93,0.59,0.0
15.0,15.0,0.0,0.0,7.0,892.0,559.0,27.07,92,0.0,0.0
10.0,11.0,0.0,0.0,9.0,651.0,370.0,32.81,58,0.1,0.0
15.0,15.0,0.0,0.0,7.0,484.0,417.0,27.58,87,0.0,0.0
14.0,14.0,0.0,0.0,7.5,551.0,455.0,28.31,73,20.83,0.0
15.0,15.0,0.0,0.0,7.0,780.0,464.0,28.63,77,0.0,0.0
13.0,13.0,0.0,0.0,8.0,655.0,333.0,31.37,69,0.18,0.0
14.0,14.0,0.0,0.0,7.5,606.0,492.0,29.76,76,0.0,0.0
15.0,15.0,0.0,0.0,7.0,328.0,587.0,27.1,91,0.0,0.0
14.0,14.0,0.0,0.0,7.5,659.0,478.0,28.68,87,0.25,0.0
15.0,15.0,0.0,0.0,7.0,578.0,329.0,29.17,87,1.59,0.0
12.0,13.0,0.0,0.0,8.5,468.0,370.0,28.89,68,0.0,0.0
12.0,12.0,0.0,0.0,8.5,491.0,219.0,29.2,68,0.0,0.0
12.0,13.0,0.0,0.0,8.5,574.0,246.0,28.88,68,0.0,0.0
12.0,12.0,0.0,0.0,8.5,175.0,189.0,25.41,93,0.0,0.0
12.0,12.0,0.0,0.0,8.5,404.0,199.0,25.96,94,0.0,0.5
13.0,13.0,0.0,0.0,7.5,734.0,391.0,29.95,52,0.0,0.0
12.0,12.0,0.0,0.0,8.5,379.0,197.0,25.96,94,0.0,0.5
12.0,13.0,0.0,0.0,8.5,460.0,175.0,25.58,89,3.05,0.0
12.0,13.0,0.0,0.0,8.5,390.0,167.0,26.6,82,10.67,10.0
12.0,13.0,0.0,0.0,8.5,332.0,177.0,27.43,82,5.08,10.0
13.0,13.0,0.0,0.0,8.0,703.0,324.0,34.54,46,0.0,0.0
14.0,14.0,0.0,0.0,7.5,618.0,517.0,28.1,67,0.0,0.3
13.0,13.0,0.0,0.0,8.0,729.0,554.0,33.91,53,0.0,0.0
14.0,14.0,0.0,0.0,7.5,1012.0,534.0,27.75,82,0.0,0.0
14.0,14.0,0.0,0.0,7.5,626.0,468.0,31.29,61,0.0,0.0
10.0,11.0,0.0,0.0,8.0,343.0,36.0,34.01,55,0.0,0.0
14.0,14.0,0.0,0.0,7.5,641.0,330.0,34.45,55,0.16,0.0
14.0,14.0,0.0,0.0,7.5,568.0,380.0,28.41,86,0.0,0.0
13.0,13.0,0.0,0.0,8.0,572.0,566.0,28.34,87,0.0,2.0
15.0,15.0,0.0,0.0,7.0,713.0,681.0,34.02,55,0.0,0.0
15.0,16.0,0.0,0.0,7.0,89.0,406.0,27.67,90,0.0,0.0
15.0,15.0,0.0,0.0,7.0,316.0,22.0,33.82,54,0.0,0.0
14.0,14.0,0.0,0.0,7.5,596.0,497.0,31.5,69,0.0,0.0
15.0,15.0,0.0,0.0,7.0,799.0,519.0,28.74,79,0.0,0.0
14.0,14.0,0.0,0.0,7.5,665.0,385.0,31.18,63,0.0,0.0
15.0,15.0,0.0,0.0,7.0,869.0,453.0,29.74,72,0.0,0.0
15.0,15.0,0.0,0.0,7.0,695.0,438.0,30.75,63,0.0,0.0
12.0,13.0,0.0,0.0,8.5,445.0,284.0,34.04,47,0.0,0.0
12.0,13.0,0.0,0.0,8.5,404.0,198.0,31.51,57,0.0,0.0
12.0,13.0,0.0,0.0,8.5,363.0,291.0,32.97,47,0.0,0.0
12.0,13.0,0.0,0.0,8.5,165.0,101.0,35.08,45,0.0,0.0
12.0,13.0,0.0,0.0,8.5,339.0,199.0,34.5,44,0.0,0.0
12.0,13.0,0.0,0.0,8.5,285.0,146.0,31.64,54,0.0,0.0
12.0,13.0,0.0,0.0,8.5,297.0,205.0,34.03,44,0.0,0.0
15.0,15.0,0.0,0.0,7.0,799.0,470.0,28.59,90,0.0,0.0
14.0,14.0,0.0,0.0,7.5,539.0,436.0,29.83,77,0.0,0.0
12.0,12.0,0.0,0.0,8.5,249.0,115.0,32.6,79,5.84,0.0
14.0,14.0,0.0,0.0,7.5,1058.0,570.0,29.13,74,0.0,0.0
12.0,13.0,0.0,0.0,8.5,289.0,222.0,31.46,78,0.0,0.0
14.0,14.0,0.0,0.0,7.5,734.0,364.0,34.65,41,0.0,0.0
12.0,13.0,0.0,0.0,8.5,274.0,182.0,31.33,78,0.0,0.0
12.0,13.0,0.0,0.0,8.5,291.0,185.0,29.9,79,0.0,0.0
15.0,15.0,0.0,0.0,7.0,864.0,411.0,29.7,69,0.0,0.0
15.0,15.0,0.0,0.0,7.0,667.0,335.0,34.72,47,0.0,0.0
14.0,14.0,0.0,0.0,7.5,800.0,576.0,28.98,70,0.0,0.0
15.0,15.0,0.0,0.0,7.0,345.0,633.0,28.22,78,0.0,0.0
15.0,15.0,0.0,0.0,7.0,538.0,272.0,28.69,70,0.0,0.0
15.0,15.0,0.0,0.0,7.0,608.0,497.0,33.1,48,0.0,0.0
12.0,13.0,0.0,0.0,8.5,396.0,341.0,33.54,64,0.0,0.0
11.0,11.0,0.0,0.0,8.5,170.0,106.0,34.41,40,0.0,0.0
12.0,13.0,0.0,0.0,8.5,285.0,200.0,32.36,64,0.0,0.0
13.0,13.0,0.0,0.0,8.0,757.0,616.0,29.02,79,1.0,0.0
12.0,13.0,0.0,0.0,8.5,231.0,147.0,29.29,74,0.4,0.0
12.0,13.0,0.0,0.0,8.5,233.0,106.0,30.05,74,0.24,0.0
12.0,12.0,0.0,0.0,8.5,248.0,183.0,31.72,55,0.0,0.0
11.0,11.0,0.0,0.0,7.0,629.0,364.0,33.17,57,0.0,0.0
13.0,13.0,0.0,0.0,8.0,729.0,440.0,32.98,57,0.0,0.0
15.0,15.0,0.0,0.0,7.0,561.0,477.0,28.66,89,0.5,0.0
14.0,14.0,0.0,0.0,7.5,637.0,711.0,31.87,73,0.0,0.0
15.0,15.0,0.0,0.0,7.0,904.0,497.0,27.86,78,0.0,0.0
8.0,8.0,0.0,0.0,7.0,122.0,3.0,33.23,52,0.0,0.0
14.0,14.0,0.0,0.0,7.0,709.0,723.0,32.23,57,0.0,0.0
12.0,12.0,0.0,0.0,8.5,279.0,160.0,31.17,60,0.0,0.0
12.0,12.0,0.0,0.0,8.5,268.0,217.0,29.92,69,0.0,0.0
12.0,12.0,0.0,0.0,8.5,286.0,149.0,30.04,69,0.0,0.0
14.0,14.0,0.0,0.0,7.5,548.0,456.0,26.95,81,0.0,0.0
14.0,14.0,0.0,0.0,7.5,719.0,639.0,32.55,65,0.0,0.0
15.0,15.0,0.0,0.0,7.5,340.0,425.0,27.43,88,0.0,5.8
15.0,15.0,0.0,0.0,7.0,383.0,374.0,26.87,92,0.0,0.9
13.0,13.0,0.0,0.0,8.0,578.0,452.0,27.5,89,0.0,3.15
14.0,14.0,0.0,0.0,7.5,669.0,477.0,27.0,85,0.51,0.0
12.0,12.0,0.0,0.0,8.5,325.0,324.0,27.42,84,0.0,0.0
10.0,12.0,0.0,0.0,8.5,146.0,65.0,32.68,59,0.0,0.0
12.0,12.0,0.0,0.0,8.5,397.0,217.0,27.47,84,0.0,0.0
12.0,13.0,0.0,0.0,8.5,234.0,155.0,29.57,72,0.0,0.0
12.0,13.0,0.0,0.0,8.5,269.0,210.0,29.63,72,0.0,0.0
12.0,12.0,0.0,0.0,8.5,257.0,141.0,29.7,72,0.0,0.0
15.0,15.0,0.0,0.0,7.0,554.0,489.0,28.25,84,0.0,0.0
15.0,15.0,0.0,0.0,7.0,621.0,451.0,31.8,63,0.0,0.0
14.0,14.0,0.0,0.0,7.5,321.0,455.0,28.11,85,0.0,0.0
13.0,13.0,0.0,0.0,8.0,609.0,391.0,30.82,65,0.0,0.0
14.0,14.0,0.0,0.0,7.5,611.0,461.0,28.69,73,0.0,0.0
15.0,15.0,0.0,0.0,7.0,816.0,490.0,28.79,77,0.0,0.0
15.0,15.0,0.0,0.0,7.0,324.0,486.0,28.13,82,0.0,0.0
13.0,13.0,0.0,0.0,8.0,610.0,409.0,32.36,64,0.0,3.0
13.0,13.0,0.0,0.0,8.0,619.0,373.0,27.99,88,0.0,0.0
13.0,13.0,0.0,0.0,8.0,681.0,515.0,30.21,64,1.02,3.0
14.0,14.0,0.0,0.0,7.5,850.0,500.0,28.49,88,0.0,0.0
